Facultad,Carrera,ID_Estudiante,Brigada,Semestre,Respeto a los horarios,Disponibilidad de aulas,Facilidad para el E.I.,Bibliografía/Internet,Carga de trabajo,Ocio
FHS,Licenciatura en Historia,FHS-LIC-0026,FH3,2025-2,6,5,6,5,5,8
FHS,Licenciatura en Historia,FHS-LIC-0027,FH8,2025-2,6,6,9,6,4,4
FHS,Licenciatura en Historia,FHS-LIC-0028,FH5,2025-2,5,5,5,5,8,4
FHS,Licenciatura en Historia,FHS-LIC-0029,FH9,2025-2,5,5,5,5,7,5
FHS,Licenciatura en Historia,FHS-LIC-0030,FH6,2025-2,8,8,6,5,6,8
FHS,Licenciatura en Historia,FHS-LIC-0031,FH6,2025-2,6,4,7,7,8,5
FHS,Licenciatura en Historia,FHS-LIC-0032,FH6,2025-2,4,4,5,7,9,8
FHS,Licenciatura en Historia,FHS-LIC-0033,FH6,2025-2,4,7,8,6,5,5
FHS,Licenciatura en Historia,FHS-LIC-0034,FH4,2025-2,6,5,6,6,4,5
FHS,Licenciatura en Historia,FHS-LIC-0035,FH5,2025-2,5,6,9,7,7,6
FHS,Licenciatura en Historia,FHS-LIC-0036,FH4,2025-2,6,5,7,5,6,8
FHS,Licenciatura en Historia,FHS-LIC-0037,FH8,2025-2,6,5,7,8,5,5
FHS,Licenciatura en Historia,FHS-LIC-0038,FH9,2025-2,4,5,5,6,8,6
FHS,Licenciatura en Historia,FHS-LIC-0039,FH1,2025-2,5,4,8,6,6,5
FHS,Licenciatura en Historia,FHS-LIC-0040,FH8,2025-2,9,5,4,8,6,7
FHS,Licenciatura en Historia,FHS-LIC-0041,FH6,2025-2,8,7,4,7,4,8
FHS,Licenciatura en Historia,FHS-LIC-0042,FH7,2025-2,6,5,8,8,6,5
FHS,Licenciatura en Historia,FHS-LIC-0043,FH4,2025-2,5,8,4,8,9,7
FHS,Licenciatura en Historia,FHS-LIC-0044,FH9,2025-2,7,4,7,6,5,9
FHS,Licenciatura en Historia,FHS-LIC-0045,FH8,2025-2,5,4,7,7,7,8
FHS,Licenciatura en Historia,FHS-LIC-0046,FH8,2025-2,8,8,8,8,5,6
FHS,Licenciatura en Historia,FHS-LIC-0047,FH7,2025-2,7,8,5,4,9,7
FHS,Licenciatura en Historia,FHS-LIC-0048,FH1,2025-2,9,9,9,7,6,4
FHS,Licenciatura en Historia,FHS-LIC-0049,FH6,2025-2,7,6,4,5,8,9
FHS,Licenciatura en Historia,FHS-LIC-0050,FH7,2025-2,7,7,4,9,7,6
FHS,Licenciatura en Historia,FHS-LIC-0051,FH2,2025-2,9,8,8,7,7,7
FHS,Licenciatura en Historia,FHS-LIC-0052,FH8,2025-2,5,5,6,5,4,8
FHS,Licenciatura en Historia,FHS-LIC-0053,FH8,2025-2,8,5,9,7,8,5
FHS,Licenciatura en Historia,FHS-LIC-0054,FH9,2025-2,4,7,8,5,7,7
FHS,Licenciatura en Historia,FHS-LIC-0055,FH6,2025-2,8,6,5,6,8,5
FHS,Licenciatura en Historia,FHS-LIC-0056,FH6,2025-2,7,7,4,8,6,6
FHS,Licenciatura en Historia,FHS-LIC-0057,FH4,2025-2,6,8,9,6,8,8
FHS,Licenciatura en Historia,FHS-LIC-0058,FH4,2025-2,5,6,5,8,8,8
FHS,Licenciatura en Historia,FHS-LIC-0059,FH2,2025-2,7,8,7,8,5,7
FHS,Licenciatura en Historia,FHS-LIC-0060,FH9,2025-2,7,9,8,8,7,5
FHS,Licenciatura en Historia,FHS-LIC-0061,FH6,2025-2,4,5,7,5,4,6
FHS,Licenciatura en Historia,FHS-LIC-0062,FH9,2025-2,7,7,7,6,5,8
FHS,Licenciatura en Historia,FHS-LIC-0063,FH8,2025-2,7,7,4,7,6,9
FHS,Licenciatura en Historia,FHS-LIC-0064,FH2,2025-2,7,6,7,7,7,7
FHS,Licenciatura en Historia,FHS-LIC-0065,FH5,2025-2,5,9,5,9,9,7
FHS,Licenciatura en Historia,FHS-LIC-0066,FH1,2025-2,6,7,6,6,7,6
FHS,Licenciatura en Historia,FHS-LIC-0067,FH7,2025-2,8,9,6,7,9,4
FHS,Licenciatura en Historia,FHS-LIC-0068,FH6,2025-2,5,8,4,7,5,8
FHS,Licenciatura en Historia,FHS-LIC-0069,FH7,2025-2,7,5,8,7,8,6
FHS,Licenciatura en Historia,FHS-LIC-0070,FH7,2025-2,6,8,6,8,6,8
FHS,Licenciatura en Historia,FHS-LIC-0071,FH6,2025-2,8,8,5,5,6,9
FHS,Licenciatura en Historia,FHS-LIC-0072,FH2,2025-2,6,7,6,7,6,9
FHS,Licenciatura en Historia,FHS-LIC-0073,FH8,2025-2,8,7,4,6,7,9
FHS,Licenciatura en Historia,FHS-LIC-0074,FH2,2025-2,9,8,5,7,9,8
FHS,Licenciatura en Historia,FHS-LIC-0075,FH8,2025-2,6,5,7,4,5,8
FHS,Licenciatura en Historia,FHS-LIC-0076,FH5,2025-2,5,7,8,8,7,4
FHS,Licenciatura en Historia,FHS-LIC-0077,FH1,2025-2,5,6,6,6,8,6
FHS,Licenciatura en Historia,FHS-LIC-0078,FH5,2025-2,7,8,8,4,6,4
FHS,Licenciatura en Historia,FHS-LIC-0079,FH5,2025-2,6,8,7,8,5,4
FHS,Licenciatura en Historia,FHS-LIC-0080,FH7,2025-2,7,8,7,5,5,5
FHS,Licenciatura en Historia,FHS-LIC-0081,FH2,2025-2,9,8,6,6,5,8
FHS,Licenciatura en Historia,FHS-LIC-0082,FH7,2025-2,5,4,7,7,6,7
FHS,Licenciatura en Historia,FHS-LIC-0083,FH7,2025-2,8,8,6,7,8,6
FHS,Licenciatura en Historia,FHS-LIC-0084,FH8,2025-2,9,5,7,7,7,5
FHS,Licenciatura en Historia,FHS-LIC-0085,FH1,2025-2,8,6,8,6,9,7
FHS,Licenciatura en Historia,FHS-LIC-0086,FH5,2025-2,4,5,7,6,7,4
FHS,Licenciatura en Historia,FHS-LIC-0087,FH2,2025-2,7,7,6,5,6,5
FHS,Licenciatura en Historia,FHS-LIC-0088,FH5,2025-2,6,5,7,5,9,6
FHS,Licenciatura en Historia,FHS-LIC-0089,FH1,2025-2,9,8,8,5,5,5
FHS,Licenciatura en Historia,FHS-LIC-0090,FH7,2025-2,6,4,8,7,7,7
FHS,Licenciatura en Sociología,FHS-LIC-0001,FH3,2025-2,9,4,4,5,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0002,FH8,2025-2,8,8,8,4,9,8
FHS,Licenciatura en Sociología,FHS-LIC-0003,FH4,2025-2,4,9,8,8,4,8
FHS,Licenciatura en Sociología,FHS-LIC-0004,FH4,2025-2,5,7,6,8,5,8
FHS,Licenciatura en Sociología,FHS-LIC-0005,FH3,2025-2,6,5,8,9,6,5
FHS,Licenciatura en Sociología,FHS-LIC-0006,FH9,2025-2,8,4,7,7,6,6
FHS,Licenciatura en Sociología,FHS-LIC-0007,FH6,2025-2,8,5,4,7,7,5
FHS,Licenciatura en Sociología,FHS-LIC-0008,FH6,2025-2,6,7,7,6,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0009,FH3,2025-2,5,9,6,8,6,4
FHS,Licenciatura en Sociología,FHS-LIC-0010,FH5,2025-2,6,4,8,7,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0011,FH5,2025-2,5,6,4,7,5,6
FHS,Licenciatura en Sociología,FHS-LIC-0012,FH3,2025-2,8,6,9,5,5,8
FHS,Licenciatura en Sociología,FHS-LIC-0013,FH3,2025-2,6,5,8,8,7,9
FHS,Licenciatura en Sociología,FHS-LIC-0014,FH2,2025-2,6,7,7,6,8,6
FHS,Licenciatura en Sociología,FHS-LIC-0015,FH4,2025-2,7,5,9,8,7,8
FHS,Licenciatura en Sociología,FHS-LIC-0016,FH9,2025-2,9,8,7,7,6,7
FHS,Licenciatura en Sociología,FHS-LIC-0017,FH2,2025-2,7,7,7,7,9,9
FHS,Licenciatura en Sociología,FHS-LIC-0018,FH6,2025-2,8,9,4,5,6,8
FHS,Licenciatura en Sociología,FHS-LIC-0019,FH8,2025-2,4,5,8,6,8,6
FHS,Licenciatura en Sociología,FHS-LIC-0020,FH4,2025-2,5,6,8,6,7,4
FHS,Licenciatura en Sociología,FHS-LIC-0021,FH8,2025-2,8,9,6,5,7,6
FHS,Licenciatura en Sociología,FHS-LIC-0022,FH5,2025-2,6,5,9,8,5,6
FHS,Licenciatura en Sociología,FHS-LIC-0023,FH8,2025-2,6,6,9,7,5,6
FHS,Licenciatura en Sociología,FHS-LIC-0024,FH5,2025-2,7,7,6,7,8,6
FHS,Licenciatura en Sociología,FHS-LIC-0025,FH3,2025-2,4,9,8,8,7,8
FHS,Licenciatura en Sociología,FHS-LIC-0026,FH8,2025-2,8,5,4,8,8,5
FHS,Licenciatura en Sociología,FHS-LIC-0027,FH8,2025-2,8,5,5,7,8,4
FHS,Licenciatura en Sociología,FHS-LIC-0028,FH3,2025-2,8,8,5,7,6,7
FHS,Licenciatura en Sociología,FHS-LIC-0029,FH8,2025-2,8,4,5,7,6,8
FHS,Licenciatura en Sociología,FHS-LIC-0030,FH4,2025-2,4,5,9,8,7,4
FHS,Licenciatura en Sociología,FHS-LIC-0031,FH7,2025-2,9,5,6,7,9,9
FHS,Licenciatura en Sociología,FHS-LIC-0032,FH7,2025-2,4,7,5,8,7,5
FHS,Licenciatura en Sociología,FHS-LIC-0033,FH7,2025-2,4,7,5,7,6,5
FHS,Licenciatura en Sociología,FHS-LIC-0034,FH6,2025-2,4,5,4,7,4,8
FHS,Licenciatura en Sociología,FHS-LIC-0035,FH4,2025-2,8,5,6,4,7,5
FHS,Licenciatura en Sociología,FHS-LIC-0036,FH6,2025-2,8,4,5,7,6,9
FHS,Licenciatura en Sociología,FHS-LIC-0037,FH9,2025-2,8,5,8,6,8,8
FHS,Licenciatura en Sociología,FHS-LIC-0038,FH7,2025-2,6,7,9,5,7,7
FHS,Licenciatura en Sociología,FHS-LIC-0039,FH6,2025-2,5,6,6,8,4,9
FHS,Licenciatura en Sociología,FHS-LIC-0040,FH9,2025-2,7,5,5,8,8,5
FHS,Licenciatura en Sociología,FHS-LIC-0041,FH8,2025-2,8,5,6,8,7,6
FHS,Licenciatura en Sociología,FHS-LIC-0042,FH5,2025-2,6,6,6,5,8,8
FHS,Licenciatura en Sociología,FHS-LIC-0043,FH5,2025-2,7,6,6,7,8,5
FHS,Licenciatura en Sociología,FHS-LIC-0044,FH6,2025-2,7,7,6,4,6,7
FHS,Licenciatura en Sociología,FHS-LIC-0045,FH3,2025-2,5,7,8,8,7,4
FHS,Licenciatura en Sociología,FHS-LIC-0046,FH7,2025-2,6,7,7,5,8,5
FHS,Licenciatura en Sociología,FHS-LIC-0047,FH5,2025-2,7,5,4,6,7,4
FHS,Licenciatura en Sociología,FHS-LIC-0048,FH6,2025-2,7,9,6,6,4,7
FHS,Licenciatura en Sociología,FHS-LIC-0049,FH6,2025-2,7,4,9,5,6,8
FHS,Licenciatura en Sociología,FHS-LIC-0050,FH4,2025-2,6,8,7,6,6,7
FHS,Licenciatura en Sociología,FHS-LIC-0051,FH7,2025-2,8,5,6,6,9,5
FHS,Licenciatura en Sociología,FHS-LIC-0052,FH9,2025-2,9,4,9,6,8,6
FHS,Licenciatura en Sociología,FHS-LIC-0053,FH3,2025-2,7,7,7,4,4,5
FHS,Licenciatura en Sociología,FHS-LIC-0054,FH7,2025-2,6,6,6,5,5,4
FHS,Licenciatura en Sociología,FHS-LIC-0055,FH8,2025-2,4,8,6,6,9,5
FHS,Licenciatura en Sociología,FHS-LIC-0056,FH1,2025-2,5,7,7,7,8,4
FHS,Licenciatura en Sociología,FHS-LIC-0057,FH5,2025-2,7,8,4,6,8,6
FHS,Licenciatura en Sociología,FHS-LIC-0058,FH2,2025-2,8,5,5,7,6,8
FHS,Licenciatura en Sociología,FHS-LIC-0059,FH1,2025-2,5,5,9,6,6,4
FHS,Licenciatura en Sociología,FHS-LIC-0060,FH2,2025-2,6,4,7,6,8,7
FHS,Licenciatura en Sociología,FHS-LIC-0061,FH2,2025-2,5,8,6,5,6,6
FHS,Licenciatura en Sociología,FHS-LIC-0062,FH8,2025-2,5,9,7,8,5,6
FHS,Licenciatura en Sociología,FHS-LIC-0063,FH9,2025-2,8,8,6,5,8,7
FHS,Licenciatura en Sociología,FHS-LIC-0064,FH8,2025-2,6,6,9,8,8,5
FHS,Licenciatura en Sociología,FHS-LIC-0065,FH9,2025-2,9,6,5,6,9,6
FHS,Licenciatura en Sociología,FHS-LIC-0066,FH3,2025-2,8,6,5,9,9,8
FHS,Licenciatura en Sociología,FHS-LIC-0067,FH2,2025-2,5,7,5,5,9,4
FHS,Licenciatura en Sociología,FHS-LIC-0068,FH3,2025-2,8,8,5,7,4,7
FHS,Licenciatura en Sociología,FHS-LIC-0069,FH2,2025-2,7,8,7,7,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0070,FH8,2025-2,9,6,7,9,6,9
FHS,Licenciatura en Sociología,FHS-LIC-0071,FH7,2025-2,7,8,7,5,5,4
FHS,Licenciatura en Sociología,FHS-LIC-0072,FH6,2025-2,5,4,6,7,6,7
FHS,Licenciatura en Sociología,FHS-LIC-0073,FH6,2025-2,7,6,5,6,7,9
FHS,Licenciatura en Sociología,FHS-LIC-0074,FH7,2025-2,6,6,8,4,9,4
FHS,Licenciatura en Sociología,FHS-LIC-0075,FH3,2025-2,6,5,5,6,8,9
FHS,Licenciatura en Sociología,FHS-LIC-0076,FH3,2025-2,6,8,6,7,5,8
FHS,Licenciatura en Sociología,FHS-LIC-0077,FH1,2025-2,8,8,5,8,8,6
FHS,Licenciatura en Sociología,FHS-LIC-0078,FH6,2025-2,9,9,8,6,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0079,FH1,2025-2,5,5,6,6,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0080,FH4,2025-2,7,8,5,7,8,5
FHS,Licenciatura en Sociología,FHS-LIC-0081,FH5,2025-2,9,8,5,5,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0082,FH3,2025-2,8,6,8,6,8,7
FHS,Licenciatura en Sociología,FHS-LIC-0083,FH9,2025-2,6,7,4,4,8,7
FHS,Licenciatura en Sociología,FHS-LIC-0084,FH6,2025-2,7,7,9,8,7,6
FHS,Licenciatura en Sociología,FHS-LIC-0085,FH3,2025-2,5,5,5,9,5,7
FHS,Licenciatura en Sociología,FHS-LIC-0086,FH9,2025-2,4,8,7,8,6,8
FHS,Licenciatura en Sociología,FHS-LIC-0087,FH6,2025-2,8,5,6,8,5,5
FHS,Licenciatura en Sociología,FHS-LIC-0088,FH8,2025-2,8,6,7,9,6,7
FHS,Licenciatura en Sociología,FHS-LIC-0089,FH1,2025-2,9,4,6,4,4,7
FHS,Licenciatura en Sociología,FHS-LIC-0090,FH5,2025-2,5,7,4,5,7,4
FHS,Licenciatura en Filosofía,FHS-LIC-0001,FH9,2025-2,7,7,9,7,6,9
FHS,Licenciatura en Filosofía,FHS-LIC-0002,FH9,2025-2,5,5,7,7,8,8
FHS,Licenciatura en Filosofía,FHS-LIC-0003,FH4,2025-2,4,5,7,4,4,5
FHS,Licenciatura en Filosofía,FHS-LIC-0004,FH5,2025-2,7,7,6,6,6,7
FHS,Licenciatura en Filosofía,FHS-LIC-0005,FH5,2025-2,7,5,6,8,6,7
FHS,Licenciatura en Filosofía,FHS-LIC-0006,FH1,2025-2,7,6,8,5,9,5
FHS,Licenciatura en Filosofía,FHS-LIC-0007,FH1,2025-2,8,6,5,9,8,6
FHS,Licenciatura en Filosofía,FHS-LIC-0008,FH5,2025-2,7,8,8,4,7,4
FHS,Licenciatura en Filosofía,FHS-LIC-0009,FH7,2025-2,9,7,8,8,9,8
FHS,Licenciatura en Filosofía,FHS-LIC-0010,FH2,2025-2,7,6,5,8,7,9
FHS,Licenciatura en Filosofía,FHS-LIC-0011,FH4,2025-2,9,8,7,6,4,5
FHS,Licenciatura en Filosofía,FHS-LIC-0012,FH2,2025-2,8,7,5,5,6,6
FHS,Licenciatura en Filosofía,FHS-LIC-0013,FH1,2025-2,8,7,8,7,9,5
FHS,Licenciatura en Filosofía,FHS-LIC-0014,FH3,2025-2,7,8,8,5,5,8
FHS,Licenciatura en Filosofía,FHS-LIC-0015,FH8,2025-2,8,8,8,5,8,7
FHS,Licenciatura en Filosofía,FHS-LIC-0016,FH9,2025-2,4,4,6,5,7,9
FHS,Licenciatura en Filosofía,FHS-LIC-0017,FH6,2025-2,9,9,7,7,6,4
FHS,Licenciatura en Filosofía,FHS-LIC-0018,FH6,2025-2,8,6,5,5,9,6
FHS,Licenciatura en Filosofía,FHS-LIC-0019,FH2,2025-2,6,7,4,7,7,5
FHS,Licenciatura en Filosofía,FHS-LIC-0020,FH2,2025-2,9,8,8,8,5,5
FHS,Licenciatura en Filosofía,FHS-LIC-0021,FH7,2025-2,9,6,8,7,4,8
FHS,Licenciatura en Filosofía,FHS-LIC-0022,FH1,2025-2,5,4,8,4,4,6
FHS,Licenciatura en Filosofía,FHS-LIC-0023,FH4,2025-2,5,7,6,7,7,6
FHS,Licenciatura en Filosofía,FHS-LIC-0024,FH4,2025-2,8,6,6,8,8,8
FHS,Licenciatura en Filosofía,FHS-LIC-0025,FH3,2025-2,7,7,6,7,6,7
FHS,Licenciatura en Filosofía,FHS-LIC-0026,FH2,2025-2,5,8,5,4,9,9
FHS,Licenciatura en Filosofía,FHS-LIC-0027,FH7,2025-2,8,8,6,6,6,7
FHS,Licenciatura en Filosofía,FHS-LIC-0028,FH3,2025-2,6,7,6,9,8,7
FHS,Licenciatura en Filosofía,FHS-LIC-0029,FH7,2025-2,6,6,6,8,5,8
FHS,Licenciatura en Filosofía,FHS-LIC-0030,FH8,2025-2,8,6,5,7,8,5
FHS,Licenciatura en Filosofía,FHS-LIC-0031,FH3,2025-2,8,4,7,8,8,8
FHS,Licenciatura en Filosofía,FHS-LIC-0032,FH4,2025-2,7,6,4,7,6,7
FHS,Licenciatura en Filosofía,FHS-LIC-0033,FH5,2025-2,5,5,5,4,9,4
FHS,Licenciatura en Filosofía,FHS-LIC-0034,FH2,2025-2,4,8,5,7,5,5
FHS,Licenciatura en Filosofía,FHS-LIC-0035,FH1,2025-2,9,7,9,9,5,6
FHS,Licenciatura en Filosofía,FHS-LIC-0036,FH4,2025-2,7,4,9,5,5,7
FHS,Licenciatura en Filosofía,FHS-LIC-0037,FH8,2025-2,6,5,6,4,7,8
FHS,Licenciatura en Filosofía,FHS-LIC-0038,FH4,2025-2,7,6,7,5,6,5
FHS,Licenciatura en Filosofía,FHS-LIC-0039,FH6,2025-2,7,6,5,4,7,5
FHS,Licenciatura en Filosofía,FHS-LIC-0040,FH6,2025-2,8,8,8,8,9,5
FHS,Licenciatura en Filosofía,FHS-LIC-0041,FH6,2025-2,6,9,5,5,6,4
FHS,Licenciatura en Filosofía,FHS-LIC-0042,FH1,2025-2,9,4,6,8,8,6
FHS,Licenciatura en Filosofía,FHS-LIC-0043,FH6,2025-2,8,6,8,5,5,5
FHS,Licenciatura en Filosofía,FHS-LIC-0044,FH9,2025-2,9,9,6,5,6,5
FHS,Licenciatura en Filosofía,FHS-LIC-0045,FH2,2025-2,9,7,9,6,8,5
FHS,Licenciatura en Filosofía,FHS-LIC-0046,FH4,2025-2,7,7,7,6,7,5
FHS,Licenciatura en Filosofía,FHS-LIC-0047,FH9,2025-2,4,5,5,7,4,8
FHS,Licenciatura en Filosofía,FHS-LIC-0048,FH2,2025-2,5,8,8,4,8,6
FHS,Licenciatura en Filosofía,FHS-LIC-0049,FH8,2025-2,7,7,9,5,7,6
FHS,Licenciatura en Filosofía,FHS-LIC-0050,FH4,2025-2,6,7,8,7,4,6
FHS,Licenciatura en Filosofía,FHS-LIC-0051,FH6,2025-2,9,8,6,4,8,8
FHS,Licenciatura en Filosofía,FHS-LIC-0052,FH8,2025-2,8,6,8,5,5,4
FHS,Licenciatura en Filosofía,FHS-LIC-0053,FH8,2025-2,7,5,6,6,5,6
FHS,Licenciatura en Filosofía,FHS-LIC-0054,FH7,2025-2,8,6,7,4,7,6
FHS,Licenciatura en Filosofía,FHS-LIC-0055,FH2,2025-2,6,6,7,5,7,5
FHS,Licenciatura en Filosofía,FHS-LIC-0056,FH3,2025-2,4,8,6,7,8,7
FHS,Licenciatura en Filosofía,FHS-LIC-0057,FH7,2025-2,7,5,8,6,5,4
FHS,Licenciatura en Filosofía,FHS-LIC-0058,FH9,2025-2,5,7,6,4,8,5
FHS,Licenciatura en Filosofía,FHS-LIC-0059,FH4,2025-2,8,8,5,5,7,5
FHS,Licenciatura en Filosofía,FHS-LIC-0060,FH4,2025-2,8,6,9,8,7,8
FHS,Licenciatura en Filosofía,FHS-LIC-0061,FH5,2025-2,7,8,7,8,8,9
FHS,Licenciatura en Filosofía,FHS-LIC-0062,FH6,2025-2,7,5,8,5,5,5
FHS,Licenciatura en Filosofía,FHS-LIC-0063,FH8,2025-2,4,7,8,8,5,5
FHS,Licenciatura en Filosofía,FHS-LIC-0064,FH4,2025-2,6,7,7,6,9,4
FHS,Licenciatura en Filosofía,FHS-LIC-0065,FH2,2025-2,6,4,6,5,7,6
FHS,Licenciatura en Filosofía,FHS-LIC-0066,FH3,2025-2,5,9,5,8,9,4
FHS,Licenciatura en Filosofía,FHS-LIC-0067,FH2,2025-2,6,9,8,9,7,5
FHS,Licenciatura en Filosofía,FHS-LIC-0068,FH6,2025-2,5,5,5,6,7,8
FHS,Licenciatura en Filosofía,FHS-LIC-0069,FH6,2025-2,4,9,9,4,6,8
FHS,Licenciatura en Filosofía,FHS-LIC-0070,FH3,2025-2,9,4,9,6,7,8
FHS,Licenciatura en Filosofía,FHS-LIC-0071,FH1,2025-2,8,7,9,6,8,7
FHS,Licenciatura en Filosofía,FHS-LIC-0072,FH1,2025-2,5,6,4,7,5,7
FHS,Licenciatura en Filosofía,FHS-LIC-0073,FH6,2025-2,8,7,6,8,8,7
FHS,Licenciatura en Filosofía,FHS-LIC-0074,FH6,2025-2,5,8,8,5,6,4
FHS,Licenciatura en Filosofía,FHS-LIC-0075,FH9,2025-2,9,5,9,6,9,5
FHS,Licenciatura en Filosofía,FHS-LIC-0076,FH5,2025-2,5,6,9,6,7,4
FHS,Licenciatura en Filosofía,FHS-LIC-0077,FH1,2025-2,5,7,5,9,4,5
FHS,Licenciatura en Filosofía,FHS-LIC-0078,FH7,2025-2,4,8,6,7,5,7
FHS,Licenciatura en Filosofía,FHS-LIC-0079,FH8,2025-2,6,4,5,9,9,8
FHS,Licenciatura en Filosofía,FHS-LIC-0080,FH7,2025-2,8,5,7,5,8,9
FHS,Licenciatura en Filosofía,FHS-LIC-0081,FH2,2025-2,8,5,4,6,7,5
FHS,Licenciatura en Filosofía,FHS-LIC-0082,FH4,2025-2,5,8,6,4,8,6
FHS,Licenciatura en Filosofía,FHS-LIC-0083,FH6,2025-2,5,8,7,4,8,6
FHS,Licenciatura en Filosofía,FHS-LIC-0084,FH6,2025-2,6,6,6,8,5,9
FHS,Licenciatura en Filosofía,FHS-LIC-0085,FH6,2025-2,7,6,9,6,5,7
FHS,Licenciatura en Filosofía,FHS-LIC-0086,FH3,2025-2,8,8,8,5,8,8
FHS,Licenciatura en Filosofía,FHS-LIC-0087,FH3,2025-2,8,5,6,7,5,6
FHS,Licenciatura en Filosofía,FHS-LIC-0088,FH5,2025-2,7,7,4,8,7,7
FHS,Licenciatura en Filosofía,FHS-LIC-0089,FH8,2025-2,7,5,9,7,6,7
FHS,Licenciatura en Filosofía,FHS-LIC-0090,FH2,2025-2,5,7,7,5,8,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0001,IN1,2025-2,5,9,8,7,4,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0002,IN6,2025-2,5,6,7,6,8,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0003,IN4,2025-2,8,8,6,5,8,9
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0004,IN2,2025-2,7,8,6,6,5,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0005,IN6,2025-2,7,6,5,5,5,7
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0006,IN9,2025-2,4,4,7,5,8,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0007,IN2,2025-2,5,5,7,5,6,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0008,IN5,2025-2,9,9,5,6,6,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0009,IN7,2025-2,4,6,7,8,7,5
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0010,IN6,2025-2,6,5,4,6,6,5
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0011,IN3,2025-2,5,6,4,7,5,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0012,IN2,2025-2,5,4,5,5,7,5
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0013,IN2,2025-2,7,5,4,4,4,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0014,IN7,2025-2,4,8,8,8,7,4
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0015,IN7,2025-2,8,5,7,8,6,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0016,IN9,2025-2,7,8,8,7,7,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0017,IN5,2025-2,6,8,7,4,8,4
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0018,IN5,2025-2,7,8,6,6,8,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0019,IN9,2025-2,4,7,6,5,7,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0020,IN4,2025-2,6,6,7,7,6,5
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0021,IN7,2025-2,6,6,7,7,8,7
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0022,IN2,2025-2,4,7,6,4,5,9
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0023,IN6,2025-2,4,8,8,6,9,7
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0024,IN2,2025-2,6,6,5,5,5,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0025,IN6,2025-2,8,6,9,6,7,7
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0026,IN1,2025-2,6,5,8,6,7,7
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0027,IN9,2025-2,6,4,6,5,7,4
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0028,IN8,2025-2,5,5,7,9,6,5
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0029,IN6,2025-2,8,8,7,8,5,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0030,IN4,2025-2,6,5,9,9,6,4
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0031,IN8,2025-2,7,4,6,6,8,4
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0032,IN2,2025-2,7,7,6,6,7,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0033,IN9,2025-2,6,8,8,5,7,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0034,IN8,2025-2,5,7,5,7,6,6
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0035,IN5,2025-2,6,6,6,8,6,7
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0036,IN4,2025-2,7,5,8,8,8,8
INSTEC,Ingeniería en Telecomunicaciones,INSTEC-ING-0037,IN2,2025-2,8,6,7,5,4,6
